ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
702	4	Body Parts	黑	黑	Hēi; hēi	hēi	[2018-11-15 CFox]: No alternate Pinyin available	abbr. for Heilongjiang province 黑龍江｜黑龙江 || black / dark / sinister / secret / shady / illegal / to hide (sth) away / to vilify / (loanword) to hack (computing)	black	abbr. for Heilongjiang province 黑龍江｜黑龙江  black / dark / sinister / secret / shady / illegal / to hide (sth) away / to vilify / (loanword) to hack (computing)	[2018-11-15 CFox]: Needs Manual Review	黑 (Body Parts), 黑板 (School 2)
703	4	Body Parts	嘴巴	嘴巴	zuǐ ba	zuǐ ba	[2018-11-15 CFox]: No alternate Pinyin available	mouth / CL: 張｜张 / slap in the face / CL: 個｜个	mouth	mouth / CL: 張｜张 / slap in the face / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
704	4	Body Parts	鼻子	鼻子	bí zi	bí zi	[2018-11-15 CFox]: No alternate Pinyin available	nose / CL: 個｜个, 隻｜只	nose	nose / CL: 個｜个, 隻｜只	[2018-11-15 CFox]: Needs Manual Review	n/a
705	4	Body Parts	脚	腳	jiǎo	jiǎo	[2018-11-15 CFox]: No alternate Pinyin available	foot / leg (of an animal or an object) / base (of an object) / CL: 雙｜双, 隻｜只 / classifier for kicks	foot	foot / leg (of an animal or an object) / base (of an object) / CL: 雙｜双, 隻｜只 / classifier for kicks	[2018-11-15 CFox]: Needs Manual Review	n/a
706	4	Body Parts	嘴	嘴	zuǐ	zuǐ	[2018-11-15 CFox]: No alternate Pinyin available	mouth / beak / nozzle / spout (of teapot etc) / CL: 張｜张, 個｜个	mouth	mouth / beak / nozzle / spout (of teapot etc) / CL: 張｜张, 個｜个	[2018-11-15 CFox]: Needs Manual Review	嘴巴 (Body Parts), 嘴 (Body Parts)
707	4	Body Parts	鼻	鼻	bí	bí	[2018-11-15 CFox]: No alternate Pinyin available	nose	nose	nose	[2018-11-15 CFox]: Needs Manual Review	鼻子 (Body Parts), 鼻 (Body Parts)
708	4	Body Parts	巴	巴	Bā; bā	bā	[2018-11-15 CFox]: No alternate Pinyin available	Ba state during Zhou dynasty (in east of modern Sichuan) / abbr. for east Sichuan or Chongqing / surname Ba / abbr. for Palestine or Palestinian / abbr. for Pakistan || to long for / to wish / to cling to / to stick to / sth that sticks / close to / next to / spread open / informal abbr. for bus 巴士 / bar (unit of pressure) / nominalizing suffix on certain nouns, such as 尾巴, tail	-bar	Ba state during Zhou dynasty (in east of modern Sichuan) / abbr. for east Sichuan or Chongqing / surname Ba / abbr. for Palestine or Palestinian / abbr. for Pakistan  to long for / to wish / to cling to / to stick to / sth that sticks / close to / next to / spread open / informal abbr. for bus 巴士 / bar (unit of pressure) / nominalizing suffix on certain nouns, such as 尾巴, tail	[2018-11-15 CFox]: Needs Manual Review	嘴巴 (Body Parts), 巴 (Body Parts)
709	5	Travel	远	遠	yuǎn; yuàn	yuǎn	[2018-11-15 CFox]: Needs Manual Review	far / distant / remote / (intensifier in a comparison) by far / much (lower etc) || to distance oneself from (classical)	far	far / distant / remote / (intensifier in a comparison) by far / much (lower etc)  to distance oneself from (classical)	[2018-11-15 CFox]: Needs Manual Review	n/a
710	5	Travel	离	[2018-11-15 CFox]: Needs Manual Review	chī; Lí; lí	chī	[2018-11-15 CFox]: Needs Manual Review	mythical beast (archaic) || surname Li || to leave / to part from / to be away from / (in giving distances) from / without (sth) / independent of / one of the Eight Trigrams 八卦, symbolizing fire / ☲	from	mythical beast (archaic)  surname Li  to leave / to part from / to be away from / (in giving distances) from / without (sth) / independent of / one of the Eight Trigrams 八卦, symbolizing fire / ☲	[2018-11-15 CFox]: Needs Manual Review	离 (Travel), 离开 (Travel 2)
711	5	Travel	走路	走路	zǒu lù	zǒu lù	[2018-11-15 CFox]: No alternate Pinyin available	to walk / to go on foot	walk	to walk / to go on foot	[2018-11-15 CFox]: Needs Manual Review	n/a
712	5	Travel	开车	開車	kāi chē	kāi chē	[2018-11-15 CFox]: No alternate Pinyin available	to drive a car	Drive a car	to drive a car	[2018-11-15 CFox]: Needs Manual Review	n/a
713	5	Travel	飞机	飛機	fēi jī	fēi jī	[2018-11-15 CFox]: No alternate Pinyin available	airplane / CL: 架	aircraft	airplane / CL: 架	[2018-11-15 CFox]: Needs Manual Review	n/a
714	5	Travel	机场	機場	jī chǎng	jī chǎng	[2018-11-15 CFox]: No alternate Pinyin available	airport / airfield / CL: 家, 處｜处	airport	airport / airfield / CL: 家, 處｜处	[2018-11-15 CFox]: Needs Manual Review	n/a
715	5	Travel	飞	飛	fēi	fēi	[2018-11-15 CFox]: No alternate Pinyin available	to fly	fly	to fly	[2018-11-15 CFox]: Needs Manual Review	飞机 (Travel), 飞 (Travel), 起飞 (Travel 2)
716	5	Travel	场	場	cháng; chǎng	cháng	[2018-11-15 CFox]: Needs Manual Review	threshing floor / classifier for events and happenings: spell, episode, bout || large place used for a specific purpose / stage / scene (of a play) / classifier for sporting or recreational activities / classifier for number of exams	field	threshing floor / classifier for events and happenings: spell, episode, bout  large place used for a specific purpose / stage / scene (of a play) / classifier for sporting or recreational activities / classifier for number of exams	[2018-11-15 CFox]: Needs Manual Review	机场 (Travel), 场 (Travel)
717	5	Travel	靠	靠	kào	kào	[2018-11-15 CFox]: No alternate Pinyin available	to lean against or on / to stand by the side of / to come near to / to depend on / to trust / to fuck (vulgar) / traditional military costume drama where the performers wear armor (old)	by	to lean against or on / to stand by the side of / to come near to / to depend on / to trust / to fuck (vulgar) / traditional military costume drama where the performers wear armor (old)	[2018-11-15 CFox]: Needs Manual Review	n/a
718	5	Travel	停	停	tíng	tíng	[2018-11-15 CFox]: No alternate Pinyin available	to stop / to halt / to park (a car)	stop	to stop / to halt / to park (a car)	[2018-11-15 CFox]: Needs Manual Review	n/a
719	5	Travel	火车	火車	huǒ chē	huǒ chē	[2018-11-15 CFox]: No alternate Pinyin available	train / CL: 列, 節｜节, 班, 趟	train	train / CL: 列, 節｜节, 班, 趟	[2018-11-15 CFox]: Needs Manual Review	n/a
720	5	Travel	票	票	piào	piào	[2018-11-15 CFox]: No alternate Pinyin available	ticket / ballot / banknote / CL: 張｜张 / person held for ransom / amateur performance of Chinese opera / classifier for groups, batches, business transactions	ticket	ticket / ballot / banknote / CL: 張｜张 / person held for ransom / amateur performance of Chinese opera / classifier for groups, batches, business transactions	[2018-11-15 CFox]: Needs Manual Review	票 (Travel), 机票 (Travel)
721	5	Travel	机票	機票	jī piào	jī piào	[2018-11-15 CFox]: No alternate Pinyin available	air ticket / passenger ticket / CL: 張｜张	Air tickets	air ticket / passenger ticket / CL: 張｜张	[2018-11-15 CFox]: Needs Manual Review	n/a
722	5	Travel	火	火	Huǒ; huǒ	huǒ	[2018-11-15 CFox]: No alternate Pinyin available	surname Huo || fire / urgent / ammunition / fiery or flaming / internal heat (Chinese medicine) / hot (popular) / classifier for military units (old)	fire	surname Huo  fire / urgent / ammunition / fiery or flaming / internal heat (Chinese medicine) / hot (popular) / classifier for military units (old)	[2018-11-15 CFox]: Needs Manual Review	火车 (Travel), 火 (Travel), 火锅 (Gourmet 1)
723	5	Travel	迟到	遲到	chí dào	chí dào	[2018-11-15 CFox]: No alternate Pinyin available	to arrive late	be late	to arrive late	[2018-11-15 CFox]: Needs Manual Review	n/a
724	5	Travel	让	讓	ràng	ràng	[2018-11-15 CFox]: No alternate Pinyin available	to yield / to permit / to let sb do sth / to have sb do sth / to make sb (feel sad etc) / by (indicates the agent in a passive clause, like 被)	Let	to yield / to permit / to let sb do sth / to have sb do sth / to make sb (feel sad etc) / by (indicates the agent in a passive clause, like 被)	[2018-11-15 CFox]: Needs Manual Review	n/a
725	5	Travel	怎么办	怎麼辦	zěn me bàn	zěn me bàn	[2018-11-15 CFox]: No alternate Pinyin available	what's to be done	How to do	what's to be done	[2018-11-15 CFox]: Needs Manual Review	n/a
726	5	Travel	迟	遲	Chí; chí	chí	[2018-11-15 CFox]: No alternate Pinyin available	surname Chi || late / delayed / slow	late	surname Chi  late / delayed / slow	[2018-11-15 CFox]: Needs Manual Review	迟到 (Travel), 迟 (Travel)
727	5	Weather	冷	冷	Lěng; lěng	lěng	[2018-11-15 CFox]: No alternate Pinyin available	surname Leng || cold	cold	surname Leng  cold	[2018-11-15 CFox]: Needs Manual Review	n/a
728	5	Weather	晴	晴	qíng	qíng	[2018-11-15 CFox]: No alternate Pinyin available	clear / fine (weather)	clear	clear / fine (weather)	[2018-11-15 CFox]: Needs Manual Review	n/a
729	5	Weather	天气	天氣	tiān qì	tiān qì	[2018-11-15 CFox]: No alternate Pinyin available	weather	the weather	weather	[2018-11-15 CFox]: Needs Manual Review	n/a
730	5	Weather	雨	雨	yǔ; yù	yǔ	[2018-11-15 CFox]: Needs Manual Review	rain / CL: 陣｜阵, 場｜场 || to rain / (of rain, snow etc) to fall / to precipitate / to wet	rain	rain / CL: 陣｜阵, 場｜场  to rain / (of rain, snow etc) to fall / to precipitate / to wet	[2018-11-15 CFox]: Needs Manual Review	n/a
731	5	Weather	雪	雪	Xuě; xuě	xuě	[2018-11-15 CFox]: No alternate Pinyin available	surname Xue || snow / snowfall / CL: 場｜场 / to have the appearance of snow / to wipe away, off or out / to clean	snow	surname Xue  snow / snowfall / CL: 場｜场 / to have the appearance of snow / to wipe away, off or out / to clean	[2018-11-15 CFox]: Needs Manual Review	n/a
732	5	Weather	阴	陰	Yīn; yīn	yīn	[2018-11-15 CFox]: No alternate Pinyin available	surname Yin || overcast (weather) / cloudy / shady / Yin (the negative principle of Yin and Yang) / negative (electric.) / feminine / moon / implicit / hidden / genitalia	Yin	surname Yin  overcast (weather) / cloudy / shady / Yin (the negative principle of Yin and Yang) / negative (electric.) / feminine / moon / implicit / hidden / genitalia	[2018-11-15 CFox]: Needs Manual Review	n/a
733	5	Weather	着	著	zhāo; zháo; zhe; zhuó	zhāo	[2018-11-15 CFox]: Needs Manual Review	(chess) move / trick / all right! / (dialect) to add || to touch / to come in contact with / to feel / to be affected by / to catch fire / to burn / (coll.) to fall asleep / (after a verb) hitting the mark / succeeding in || aspect particle indicating action in progress || to wear (clothes) / to contact / to use / to apply	The	(chess) move / trick / all right! / (dialect) to add  to touch / to come in contact with / to feel / to be affected by / to catch fire / to burn / (coll.) to fall asleep / (after a verb) hitting the mark / succeeding in  aspect particle indicating action in progress  to wear (clothes) / to contact / to use / to apply	[2018-11-15 CFox]: Needs Manual Review	着 (Weather), 着急 (Health 3), 着 (Health 3)
734	5	Weather	伞	傘	sǎn; sǎn	sǎn	[2018-11-15 CFox]: No alternate Pinyin available	umbrella / parasol / CL: 把 || damask silk / variant of 傘｜伞	umbrella	umbrella / parasol / CL: 把  damask silk / variant of 傘｜伞	[2018-11-15 CFox]: Needs Manual Review	n/a
735	5	Weather	带	帶	dài	dài	[2018-11-15 CFox]: No alternate Pinyin available	band / belt / girdle / ribbon / tire / area / zone / region / CL: 條｜条 / to wear / to carry / to take along / to bear (i.e. to have) / to lead / to bring / to look after / to raise	band	band / belt / girdle / ribbon / tire / area / zone / region / CL: 條｜条 / to wear / to carry / to take along / to bear (i.e. to have) / to lead / to bring / to look after / to raise	[2018-11-15 CFox]: Needs Manual Review	n/a
736	5	Weather	外面	外面	wài miàn	wài miàn	[2018-11-15 CFox]: No alternate Pinyin available	outside (also pr. [wai4 mian5] for this sense) / surface / exterior / external appearance	outside	outside (also pr. [wai4 mian5] for this sense) / surface / exterior / external appearance	[2018-11-15 CFox]: Needs Manual Review	n/a
737	5	Weather	可能	可能	kě néng	kě néng	[2018-11-15 CFox]: No alternate Pinyin available	might (happen) / possible / probable / possibility / probability / maybe / perhaps / CL: 個｜个	may	might (happen) / possible / probable / possibility / probability / maybe / perhaps / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
738	5	Weather	刮	刮	guā; guā	guā	[2018-11-15 CFox]: No alternate Pinyin available	to scrape / to blow / to shave / to plunder / to extort || to blow (of the wind)	scratch	to scrape / to blow / to shave / to plunder / to extort  to blow (of the wind)	[2018-11-15 CFox]: Needs Manual Review	n/a
739	5	Weather	风	風	fēng	fēng	[2018-11-15 CFox]: No alternate Pinyin available	wind / news / style / custom / manner / CL: 陣｜阵, 絲｜丝	wind	wind / news / style / custom / manner / CL: 陣｜阵, 絲｜丝	[2018-11-15 CFox]: Needs Manual Review	风 (Weather), 风景 (Travel 4), 风险 (Business 2)
740	5	Weather	如果	如果	rú guǒ	rú guǒ	[2018-11-15 CFox]: No alternate Pinyin available	if / in case / in the event that	in case	if / in case / in the event that	[2018-11-15 CFox]: Needs Manual Review	n/a
741	5	Weather	就	就	jiù	jiù	[2018-11-15 CFox]: No alternate Pinyin available	at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning	on	at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning	[2018-11-15 CFox]: Needs Manual Review	n/a
742	5	Weather	从来	從來	cóng lái	cóng lái	[2018-11-15 CFox]: No alternate Pinyin available	always / at all times / never (if used in negative sentence)	Never	always / at all times / never (if used in negative sentence)	[2018-11-15 CFox]: Needs Manual Review	n/a
743	5	Weather	如	如	rú	rú	[2018-11-15 CFox]: No alternate Pinyin available	as / as if / such as	Such as	as / as if / such as	[2018-11-15 CFox]: Needs Manual Review	如果 (Weather), 如 (Weather)
744	5	Weather	里面	裡面	lǐ miàn	lǐ miàn	[2018-11-15 CFox]: No alternate Pinyin available	inside / interior / also pr. [li3 mian5]	inside	inside / interior / also pr. [li3 mian5]	[2018-11-15 CFox]: Needs Manual Review	n/a
745	5	Shopping 3	然	然	rán	rán	[2018-11-15 CFox]: No alternate Pinyin available	correct / right / so / thus / like this / -ly	However	correct / right / so / thus / like this / -ly	[2018-11-15 CFox]: Needs Manual Review	然 (Shopping 3), 虽然 (Shopping 3), 然后 (Location 6), 当然 (Future), 突然 (Work)
746	5	Shopping 3	但	但	dàn	dàn	[2018-11-15 CFox]: No alternate Pinyin available	but / yet / however / only / merely / still	but	but / yet / however / only / merely / still	[2018-11-15 CFox]: Needs Manual Review	但 (Shopping 3), 但是 (Shopping 3), 不但 (People 2)
747	5	Shopping 3	虽	雖	suī	suī	[2018-11-15 CFox]: No alternate Pinyin available	although / even though	although	although / even though	[2018-11-15 CFox]: Needs Manual Review	虽 (Shopping 3), 虽然 (Shopping 3)
748	5	Shopping 3	短	短	duǎn	duǎn	[2018-11-15 CFox]: No alternate Pinyin available	short / brief / to lack / weak point / fault	short	short / brief / to lack / weak point / fault	[2018-11-15 CFox]: Needs Manual Review	短 (Shopping 3), 短信 (Communication 2)
749	5	Shopping 3	长	長	cháng; zhǎng	cháng	[2018-11-15 CFox]: Needs Manual Review	length / long / forever / always / constantly || chief / head / elder / to grow / to develop / to increase / to enhance	long	length / long / forever / always / constantly  chief / head / elder / to grow / to develop / to increase / to enhance	[2018-11-15 CFox]: Needs Manual Review	长 (Shopping 3), 长 (People 3), 校长 (School 2), 长江 (Culture), 长城 (Culture)
750	5	Shopping 3	虽然	雖然	suī rán	suī rán	[2018-11-15 CFox]: No alternate Pinyin available	although / even though / even if	although	although / even though / even if	[2018-11-15 CFox]: Needs Manual Review	n/a
